missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,Res.,Decision,Rnd,Time,Event,OpponentID,FighterID
False,2018-08-25,angela hill,cortney casey,55%,45%,-131,+111,-138,+110,-125,+105,-125,+105,-138,+110,0.5447468516584222,,,,,,,,
False,2018-08-25,james vick,justin gaethje,43%,57%,-160,+140,-160,+130,-148,+120,-148,+120,-138,+110,0.5962732919254659,,,,,,,,
False,2018-08-25,andre fili,michael johnson,32%,68%,+113,-133,-125,+100,-134,+105,-134,+105,-120,-105,0.4512967518255245,,,,,,,,
False,2018-09-08,jarred brooks,roberto sanchez,47%,53%,-380,+315,-333,+250,-305,+225,-305,+225,-,-,0.7666504618376276,,,,,,,,
False,2018-09-08,lucie pudilova,irene aldana,45%,55%,-105,-115,-110,-110,-106,-121,-106,-121,-110,-120,0.4891657638136511,,,,,,,,
False,2018-09-08,alex white,jim miller,59%,41%,-150,+130,-163,+138,-165,+130,-165,+130,-150,+115,0.5798319327731092,,,,,,,,
False,2018-09-08,craig white,diego sanchez,42%,58%,-225,+190,-200,+170,-215,+165,-215,+165,-225,+163,0.6675191815856777,,,,,,,,
False,2018-09-08,darren stewart,charles byrd,41%,59%,+185,-220,+150,-175,+165,-215,+165,-215,+163,-200,0.337909186906019,,,,,,,,
False,2018-09-08,frank camacho,geoff neal,57%,43%,+153,-178,+188,-225,+155,-200,+155,-200,-,-,0.38168987011560535,,,,,,,,
False,2018-09-08,cody stamann,aljamain sterling,51%,49%,+113,-133,+150,-175,+130,-167,+130,-167,+120,-150,0.4512967518255245,,,,,,,,
False,2018-09-08,tatiana suarez,carla esparza,46%,54%,-555,+425,-450,+350,-500,+340,-500,+340,-500,+350,0.81646234676007,,,,,,,,
False,2018-09-08,niko price,abdul razak alhassan,60%,40%,+132,-152,+100,-125,-114,-112,-114,-112,+100,-125,0.4167769251124636,,,,,,,,
False,2018-09-08,john dodson,jimmie rivera,48%,52%,+105,-125,+125,-150,+120,-155,+120,-155,+120,-150,0.4675324675324675,,,,,,,,
False,2018-09-08,brandon davis,zabit magomedsharipov,63%,37%,+675,-1000,+800,-1600,+750,-1430,+750,-1430,+750,-1408,0.12429378531073447,,,,,,,,
False,2018-09-08,karolina kowalkiewicz,jessica andrade,65%,35%,+330,-400,+350,-450,+325,-455,+325,-455,+300,-450,0.22522522522522523,,,,,,,,
False,2018-09-08,darren till,tyron woodley,45%,55%,+107,-127,-110,-110,-122,+100,-122,+100,-118,-105,0.46336932780828344,,,,,,,,
False,2018-09-15,stefan sekulic,ramazan emeev,59%,41%,+350,-450,+500,-700,+400,-670,+400,-670,+450,-649,0.21359223300970873,,,,,,,,
False,2018-09-15,terrion ware,merab dvalishvili,66%,34%,+350,-450,+400,-550,+350,-560,+350,-560,+400,-549,0.21359223300970873,,,,,,,,
False,2018-09-15,jordan johnson,adam yandiev,48%,52%,-220,+185,-,-,-265,+190,-265,+190,-250,+200,0.662090813093981,,,,,,,,
False,2018-09-15,marcin prachnio,magomed ankalaev,66%,34%,+345,-415,+350,-450,+350,-560,+350,-560,+333,-450,0.2180586429554356,,,,,,,,
False,2018-09-15,desmond green,mairbek taisumov,68%,32%,+330,-400,+350,-450,+325,-500,+325,-500,+400,-549,0.22522522522522523,,,,,,,,
False,2018-09-15,kajan johnson,rustam khabilov,60%,40%,+385,-500,+500,-700,+450,-770,+450,-770,+500,-800,0.1983471074380165,,,,,,,,
False,2018-09-15,jin soo son,petr yan,67%,33%,+525,-700,-,-,+600,-1250,+600,-1250,+500,-800,0.15458937198067635,,,,,,,,
False,2018-09-15,cb dollaway,khalid murtazaliev,55%,45%,+142,-162,+150,-175,+140,-190,+140,-190,+130,-163,0.40058712005381936,,,,,,,,
False,2018-09-15,thiago alves,aleksei kunchenko,98%,2%,+370,-470,+400,-550,+350,-560,+350,-560,+400,-549,0.20510975170924794,,,,,,,,
False,2018-09-15,shamil abdurakhimov,andrei arlovski,36%,64%,-125,+105,-138,+110,-139,+105,-139,+105,-150,+120,0.5324675324675325,,,,,,,,
False,2018-09-15,aleksei oleinik,mark hunt,40%,60%,+215,-255,+100,-125,+110,-137,+110,-137,+110,-138,0.30649687027843725,,,,,,,,
False,2018-09-15,nikita krylov,jan blachowicz,7%,93%,-105,-115,-163,+125,-155,+115,-155,+115,-150,+120,0.4891657638136511,,,,,,,,
False,2018-09-22,alex chambers,livinha souza,59%,41%,+550,-750,+900,-1600,+750,-1667,+750,-1667,+700,-1587,0.14847161572052403,,,,,,,,
False,2018-09-22,luigi vendramini,elizeu zaleski dos santos,59%,41%,+350,-450,+600,-1000,+500,-835,+500,-835,+650,-1000,0.21359223300970873,,,,,,,,
False,2018-09-22,hector lombard,thales leites,52%,48%,-117,-103,+125,-150,+115,-143,+115,-143,+120,-167,0.5151837230488916,,,,,,,,
False,2018-09-22,gillian robertson,mayra bueno silva,60%,40%,-130,+110,-143,+120,-152,+118,-152,+118,-150,+120,0.5427435387673957,,,,,,,,
False,2018-09-22,ben saunders,sergio moraes,54%,46%,+250,-300,+200,-250,+225,-305,+225,-305,+225,-290,0.27586206896551724,,,,,,,,
False,2018-09-22,chase sherman,augusto sakai,45%,55%,+210,-250,+188,-225,+160,-215,+160,-215,+140,-200,0.31111111111111106,,,,,,,,
False,2018-09-22,ryan spann,luis henrique,42%,58%,-187,+162,-150,+125,-148,+115,-148,+115,-129,+105,0.6306021056967076,,,,,,,,
False,2018-09-22,evan dunham,francisco trinaldo,48%,52%,+215,-255,+140,-170,+150,-200,+150,-200,+160,-222,0.30649687027843725,,,,,,,,
False,2018-09-22,christos giagos,charles oliveira,51%,49%,+285,-350,+350,-450,+280,-400,+350,-530,+325,-450,0.25034770514603616,,,,,,,,
False,2018-09-22,marina rodriguez,randa markos,50%,50%,-110,-110,-143,+120,-129,+100,-129,+100,-120,-111,0.5,,,,,,,,
False,2018-09-22,andre ewell,renan barao,56%,44%,+101,-121,+170,-200,+160,-210,+160,-210,+150,-188,0.47607763727623276,,,,,,,,
False,2018-09-22,rogerio nogueira,sam alvey,64%,36%,+250,-300,+300,-400,+280,-400,+280,-400,+285,-400,0.27586206896551724,,,,,,,,
False,2018-09-22,eryk anders,thiago santos,99%,1%,+124,-144,+170,-200,+145,-182,+145,-182,+165,-200,0.43066930245693313,,,,,,,,
False,2018-09-22,carlo pedersoli,alex oliveira,60%,40%,+320,-385,+400,-550,+310,-455,+310,-455,+320,-450,0.230732635585157,,,,,,,,
False,2018-10-06,anthony rocco martin,ryan laflare,50%,50%,+160,-185,+110,-138,+115,-148,+115,-148,+110,-138,0.3720626631853786,,,,,,,,
False,2018-10-06,gray maynard,nik lentz,53%,47%,+185,-220,+200,-250,+170,-225,+170,-225,+175,-225,0.337909186906019,,,,,,,,
False,2018-10-06,scott holtzman,alan patrick,62%,38%,+195,-230,+250,-333,+215,-286,+215,-286,+210,-275,0.32721864154685176,,,,,,,,
False,2018-10-06,lina lansberg,yana kunitskaya,0%,100%,+145,-170,+225,-275,+185,-250,+185,-250,+175,-225,0.39329934450109244,,,,,,,,
False,2018-10-06,tonya evinger,aspen ladd,61%,39%,-105,-115,+163,-188,+140,-177,+140,-177,+138,-175,0.4891657638136511,,,,,,,,
False,2018-10-06,jussier formiga,sergio pettis,55%,45%,+132,-152,+163,-188,+143,-200,+143,-200,+130,-163,0.4167769251124636,,,,,,,,
False,2018-10-06,jalin turner,vicente luque,66%,34%,+600,-900,+550,-800,+500,-835,+500,-835,-,-,0.136986301369863,,,,,,,,
False,2018-10-06,michelle waterson,felice herrig,52%,48%,+109,-129,+110,-138,+100,-125,+100,-125,+100,-125,0.4592767894747398,,,,,,,,
False,2018-10-06,derrick lewis,alexander volkov,57%,43%,+155,-180,+150,-175,+130,-167,+130,-167,+140,-175,0.37889039242219213,,,,,,,,
False,2018-10-06,ovince saint preux,dominick reyes,38%,62%,+170,-200,+200,-250,+190,-250,+190,-250,+175,-225,0.35714285714285715,,,,,,,,
False,2018-10-06,anthony pettis,tony ferguson,40%,60%,+260,-310,+300,-400,+280,-400,+280,-400,+260,-350,0.26867627785058973,,,,,,,,
False,2018-10-06,conor mcgregor,khabib nurmagomedov,66%,34%,+155,-180,+163,-188,+150,-180,+150,-180,+140,-175,0.37889039242219213,,,,,,,,
True,2018-10-12,matt mitrione,ryan bader,,,,,,,,,,,,,,,,,,,,,
False,2018-10-12,ion pascu,lorenz larkin,64%,36%,+600,-900,-,-,+475,-835,-,-,-,-,0.136986301369863,,,,,,,,
False,2018-10-12,mandel nallo,carrington banks,61%,39%,-102,-118,-,-,-118,-112,-118,-112,-,-,0.4826358742837298,,,,,,,,
False,2018-10-12,sergei kharitonov,roy nelson,67%,33%,+255,-305,-,-,+235,-335,-,-,-,-,0.2722231557721391,,,,,,,,
False,2018-10-12,corey browning,kevin ferguson jr.,62%,38%,+725,-1050,-,-,+450,-770,-,-,+500,-800,0.11719745222929938,,,,,,,,
False,2018-10-13,andy main,henry corrales,55%,45%,+475,-650,-,-,+450,-770,+450,-770,+450,-649,0.1671309192200557,,,,,,,,
False,2018-10-13,anatoly tokov,alexander shlemenko,56%,44%,-130,+110,-,-,-152,+115,-152,+115,-138,+110,0.5427435387673957,,,,,,,,
False,2018-10-13,cheick kongo,timothy johnson,51%,49%,+110,-130,-,-,+120,-159,+120,-159,+110,-138,0.4572564612326044,,,,,,,,
False,2018-10-13,saad awad,benson henderson,64%,36%,+285,-350,-,-,+300,-455,+300,-455,+300,-400,0.25034770514603616,,,,,,,,
False,2018-10-13,chael sonnen,fedor emelianenko,60%,40%,+210,-250,-,-,+185,-240,+185,-240,+210,-275,0.31111111111111106,,,,,,,,
False,2018-10-27,jessin ayari,stevie ray,51%,49%,+220,-260,+140,-170,+125,-167,+125,-167,+130,-163,0.3020134228187919,,,,,,,,
False,2018-10-27,marcelo golm,arjan bhullar,59%,41%,+150,-175,+130,-160,+125,-159,+125,-159,+130,-163,0.3859649122807018,,,,,,,,
False,2018-10-27,don madge,te edwards,62%,38%,+390,-505,+400,-550,+375,-560,+375,-560,+380,-549,0.1964604643610976,,,,,,,,
False,2018-10-27,talita bernardo,sarah moras,50%,50%,+170,-200,+140,-170,+135,-177,+135,-177,+140,-175,0.35714285714285715,,,,,,,,
False,2018-10-27,chris fishgold,calvin kattar,56%,44%,+310,-375,+188,-225,+215,-286,+215,-286,+210,-275,0.2360248447204969,,,,,,,,
False,2018-10-27,nasrat haqparast,thibault gouti,31%,69%,-700,+525,-1000,+600,-835,+500,-835,+500,-1000,+600,0.8454106280193238,,,,,,,,
False,2018-10-27,sean strickland,nordine taleb,55%,45%,+110,-130,+110,-138,-109,-118,-109,-118,-110,-110,0.4572564612326044,,,,,,,,
False,2018-10-27,court mcgee,alex garcia,69%,31%,+150,-175,+200,-250,+175,-230,+175,-230,+175,-225,0.3859649122807018,,,,,,,,
False,2018-10-27,ed herman,gian villante,53%,47%,+205,-240,+200,-250,+190,-250,+190,-250,+200,-250,0.3171641791044776,,,,,,,,
False,2018-10-27,jonathan martinez,andre soukhamthath,54%,46%,+170,-200,+130,-160,+145,-190,+145,-190,+130,-163,0.35714285714285715,,,,,,,,
False,2018-10-27,patrick cummins,misha cirkunov,53%,47%,+315,-380,+275,-350,+275,-385,+275,-385,+260,-350,0.2333495381623724,,,,,,,,
False,2018-10-27,anthony smith,volkan oezdemir,66%,34%,+145,-165,+150,-175,+135,-167,+135,-167,+130,-182,0.39596563317146055,,,,,,,,
False,2018-10-27,artem lobov,michael johnson,62%,38%,+375,-500,+450,-600,+425,-670,+425,-670,+400,-549,0.20168067226890757,,,,,,,,
False,2018-11-03,marcos rogerio de lima,adam wieczorek,65%,35%,+265,-315,+175,-210,+165,-215,+165,-215,+175,-225,0.26521808595622304,,,,,,,,
False,2018-11-03,kurt holobaugh,shane burgos,52%,48%,+240,-280,+250,-333,+275,-375,+275,-375,+260,-350,0.2852852852852853,,,,,,,,
False,2018-11-03,lando vannata,matt frevola,50%,50%,-270,+230,-275,+225,-286,+215,-286,+215,-275,+210,0.7065820777160983,,,,,,,,
False,2018-11-03,ben saunders,lyman good,33%,67%,+220,-260,+200,-250,-,-,-,-,-,-,0.3020134228187919,,,,,,,,
False,2018-11-03,sheymon moraes,julio arce,52%,48%,+280,-340,+225,-275,+200,-265,+200,-265,+200,-250,0.2540415704387991,,,,,,,,
False,2018-11-03,roxanne modafferi,sijara eubanks,69%,31%,+330,-400,+450,-600,+400,-625,+400,-625,+400,-549,0.22522522522522523,,,,,,,,
False,2018-11-03,jordan rinaldi,jason knight,54%,46%,+220,-260,+275,-350,+235,-315,+235,-315,+210,-275,0.3020134228187919,,,,,,,,
False,2018-11-03,israel adesanya,derek brunson,48%,52%,-305,+255,-275,+225,-295,+225,-315,+235,-333,+220,0.7277768442278608,,,,,,,,
False,2018-11-03,jack marshman,karl roberson,61%,39%,+150,-175,+275,-350,+210,-278,+210,-278,+210,-275,0.3859649122807018,,,,,,,,
False,2018-11-03,jared cannonier,david branch,55%,45%,+345,-415,+250,-333,+260,-360,+260,-360,+260,-350,0.2180586429554356,,,,,,,,
False,2018-11-03,jacare souza,chris weidman,62%,38%,+157,-182,+150,-175,+135,-177,+135,-177,+130,-163,0.3761303918691813,,,,,,,,
False,2018-11-03,derrick lewis,daniel cormier,67%,33%,+475,-650,+350,-450,+330,-455,+330,-455,+350,-500,0.1671309192200557,,,,,,,,
False,2018-11-10,joby sanchez,mark de la rosa,52%,48%,+190,-225,+225,-275,+190,-250,+190,-250,+210,-275,0.33248081841432225,,,,,,,,
False,2018-11-10,joseph morales,eric shelton,45%,55%,-113,-107,+120,-143,+115,-148,+115,-148,-105,-120,0.5064960374171755,,,,,,,,
False,2018-11-10,devonte smith,julian erosa,47%,53%,-250,+210,-225,+188,-240,+180,-240,+180,-250,+175,0.6888888888888889,,,,,,,,
False,2018-11-10,john gunther,davi ramos,54%,46%,+600,-900,+550,-1000,+575,-1000,+575,-1000,+600,-1000,0.136986301369863,,,,,,,,
False,2018-11-10,bobby moffett,chas skelly,49%,51%,-105,-115,-125,+100,-113,-113,-113,-113,-120,-105,0.4891657638136511,,,,,,,,
False,2018-11-10,amanda cooper,ashley yoder,47%,53%,+130,-150,-,-,+120,-162,+120,-162,+120,-150,0.42016806722689076,,,,,,,,
False,2018-11-10,luis pena,michael trizano,39%,61%,-350,+285,-175,+150,-190,+145,-190,+145,-188,+150,0.7496522948539639,,,,,,,,
False,2018-11-10,hannah cifers,maycee barber,67%,33%,+330,-400,+350,-450,+320,-455,+320,-455,+300,-400,0.22522522522522523,,,,,,,,
False,2018-11-10,thiago moises,beneil dariush,55%,45%,+132,-152,+140,-170,+125,-162,+125,-162,+120,-167,0.4167769251124636,,,,,,,,
False,2018-11-10,germaine de randamie,raquel pennington,45%,55%,-175,+150,-200,+170,-210,+160,-210,+160,-188,+150,0.6140350877192983,,,,,,,,
False,2018-11-10,mike perry,donald cerrone,37%,63%,-220,+185,-210,+175,-210,+160,-210,+160,-200,+163,0.662090813093981,,,,,,,,
False,2018-11-10,yair rodriguez,chan sung jung,47%,53%,+131,-151,-138,+110,-134,+110,-134,+110,-138,+100,0.41846584751838084,,,,,,,,
False,2018-11-17,anderson dos santos,nad narimani,45%,55%,+295,-360,-,-,+280,-400,+280,-400,+270,-400,0.2444208289054198,,,,,,,,
False,2018-11-17,jesus pinedo,devin powell,49%,51%,-207,+177,-,-,-225,+170,-225,+170,-225,+175,0.6512909051670281,,,,,,,,
False,2018-11-17,austin arnett,humberto bandenay,61%,39%,+205,-240,+200,-250,+190,-250,+190,-250,+210,-275,0.3171641791044776,,,,,,,,
False,2018-11-17,hector aldana,laureano staropoli,54%,46%,+185,-150,-,-,-122,-106,-122,-106,-125,+100,0.36900369003690037,,,,,,,,
False,2018-11-17,ulka sasaki,alexandre pantoja,48%,52%,+285,-350,+275,-350,+240,-335,+240,-335,+220,-333,0.25034770514603616,,,,,,,,
False,2018-11-17,bartosz fabinski,michel prazeres,49%,51%,+210,-250,+200,-250,+100,-134,+100,-134,+110,-138,0.31111111111111106,,,,,,,,
False,2018-11-17,poliana botelho,cynthia calvillo,50%,50%,-110,-110,-138,+110,-190,+145,-190,+145,-188,+150,0.5,,,,,,,,
False,2018-11-17,marlon vera,guido cannetti,48%,52%,-280,+240,-,-,-335,+240,-335,+240,-350,+260,0.7147147147147147,,,,,,,,
False,2018-11-17,ian heinisch,cezar ferreira,64%,36%,+165,-190,-,-,+150,-195,+150,-195,+150,-188,0.36546943919344677,,,,,,,,
False,2018-11-17,johnny walker,khalil rountree jr.,47%,53%,+210,-250,-,-,+145,-190,+145,-190,+150,-188,0.31111111111111106,,,,,,,,
False,2018-11-17,darren elkins,ricardo lamas,51%,49%,+205,-240,-,-,+135,-175,+135,-175,+130,-182,0.3171641791044776,,,,,,,,
False,2018-11-17,neil magny,santiago ponzinibbio,55%,45%,+250,-300,+250,-333,+165,-220,+165,-220,+175,-225,0.27586206896551724,,,,,,,,
False,2018-11-24,louis smolka,su mudaerji,48%,52%,-170,+145,-188,+163,-190,+145,-190,+145,-200,+163,0.6067006554989074,,,,,,,,
False,2018-11-24,john phillips,kevin holland,57%,43%,+465,-615,+400,-550,+375,-560,+375,-560,+300,-450,0.17065457366191303,,,,,,,,
False,2018-11-24,syuri kondo,yan xiaonan,49%,51%,+385,-400,+350,-450,+290,-400,+290,-400,+300,-450,0.20491803278688525,,,,,,,,
False,2018-11-24,martin day,liu pingyuan,39%,61%,+210,-250,+170,-200,+155,-200,+155,-200,+140,-175,0.31111111111111106,,,,,,,,
False,2018-11-24,jessica aguilar,zhang weili,59%,41%,+340,-410,+400,-550,+375,-560,+375,-560,+350,-500,0.22039757994814171,,,,,,,,
False,2018-11-24,rashad coulter,hu yaozong,49%,51%,-162,+142,-110,-110,-105,-122,-110,-117,+100,-125,0.5994128799461808,,,,,,,,
False,2018-11-24,lauren mueller,wu yanan,44%,56%,-415,+345,-400,+300,-400,+290,-400,+290,-400,+300,0.7819413570445645,,,,,,,,
False,2018-11-24,alex morono,song kenan,51%,49%,-102,-118,+100,-125,+108,-136,+108,-136,+110,-138,0.4826358742837298,,,,,,,,
False,2018-11-24,david zawada,li jingliang,50%,50%,+130,-150,+163,-188,+147,-190,+165,-215,+150,-188,0.42016806722689076,,,,,,,,
False,2018-11-24,vince morales,song yadong,45%,55%,+330,-400,+400,-550,+350,-500,+350,-500,+350,-500,0.22522522522522523,,,,,,,,
False,2018-11-24,sergei pavlovich,alistair overeem,40%,60%,-135,+115,-138,+110,-134,+105,-134,+105,-138,+110,0.552594002855783,,,,,,,,
False,2018-11-24,francis ngannou,curtis blaydes,59%,41%,+170,-200,+200,-250,+185,-240,+185,-240,+200,-250,0.35714285714285715,,,,,,,,
False,2018-11-30,chris gutierrez,raoni barcelos,66%,34%,+350,-450,+400,-550,+350,-500,+350,-500,+400,-556,0.21359223300970873,,,,,,,,
False,2018-11-30,ricky rainey,tim means,51%,49%,+300,-365,+300,-400,+285,-400,+285,-400,+300,-400,0.24155844155844156,,,,,,,,
False,2018-11-30,darrell horcher,roosevelt roberts,58%,42%,+220,-260,+250,-333,+245,-335,+245,-335,+250,-350,0.3020134228187919,,,,,,,,
False,2018-11-30,alex perez,joseph benavidez,47%,53%,-135,+115,-125,+100,-139,+110,-139,+110,-150,+125,0.552594002855783,,,,,,,,
False,2018-11-30,kevin aguilar,ricky glenn,49%,51%,-145,+125,+100,-125,-106,-120,-106,-120,-120,-111,0.5711159737417943,,,,,,,,
False,2018-11-30,antonina shevchenko,ji yeon kim,47%,53%,-325,+275,-300,+240,-335,+245,-335,+245,-350,+225,0.7414448669201521,,,,,,,,
False,2018-11-30,edmen shahbazyan,darren stewart,49%,51%,-120,+100,-110,-110,-121,-106,-121,-106,-120,-110,0.5217391304347826,,,,,,,,
False,2018-11-30,bryan caraway,pedro munhoz,53%,47%,+225,-265,+250,-333,+215,-286,+215,-286,+250,-333,0.2976554536187564,,,,,,,,
False,2018-11-30,kamaru usman,rafael dos anjos,35%,65%,-285,+245,-333,+250,-315,+230,-315,+230,-333,+250,0.7186186734880321,,,,,,,,
False,2018-12-01,damir ismagulov,alex gorgees,-,-,-,-,-,-,-,-,-560,-,-549,+380,,,,,,,,,
False,2018-12-01,kai kara-france,elias garcia,-,-,-360,+295,-400,+300,-,-,-,-,-350,+260,0.7555791710945803,,,,,,,,
False,2018-12-01,christos giagos,mizuto hirota,47%,53%,-350,+285,-350,+275,-400,+290,-400,+290,-400,+300,0.7496522948539639,,,,,,,,
False,2018-12-01,salim touahri,keita nakamura,50%,50%,+140,-160,+140,-170,-,-,-,-,+150,-200,0.40372670807453415,,,,,,,,
False,2018-12-01,ben nguyen,wilson reis,34%,66%,-135,+115,-160,+130,-152,+120,-152,+120,-138,+110,0.552594002855783,,,,,,,,
False,2018-12-01,aleksei kunchenko,yushin okami,58%,42%,-320,+270,-333,+250,-360,+265,-360,+265,-350,+260,0.7381546134663343,,,,,,,,
False,2018-12-01,paul craig,jimmy crute,53%,47%,+205,-240,+250,-333,+210,-278,+210,-278,+220,-275,0.3171641791044776,,,,,,,,
False,2018-12-01,sodiq yusuff,suman mokhtarian,37%,63%,-600,+450,-600,+450,-670,+425,-670,+425,-599,+400,0.8250000000000001,,,,,,,,
False,2018-12-01,anthony rocco martin,jake matthews,68%,32%,+120,-140,+125,-150,-106,-121,-106,-121,+100,-138,0.43795620437956206,,,,,,,,
False,2018-12-01,justin willis,mark hunt,53%,47%,-120,+100,-110,-110,-139,+110,-139,+110,-138,+110,0.5217391304347826,,,,,,,,
False,2018-12-01,tyson pedro,mauricio rua,38%,62%,-450,+350,-550,+400,-500,+350,-500,+350,-500,+350,0.7864077669902912,,,,,,,,
False,2018-12-01,tai tuivasa,junior dos santos,36%,64%,+120,-140,+130,-160,+130,-162,+130,-162,+125,-163,0.43795620437956206,,,,,,,,
False,2018-12-08,aleksandar rakic,devin clark,45%,55%,-550,+420,-600,+400,-670,+425,-670,+425,-549,+400,0.8148148148148148,,,,,,,,
False,2018-12-08,kyle nelson,diego ferreira,51%,49%,+350,-450,+400,-550,+375,-560,+375,-560,+400,-699,0.21359223300970873,,,,,,,,
False,2018-12-08,dhiego lima,chad laprise,53%,47%,+260,-310,+300,-400,+290,-400,+290,-400,+300,-400,0.26867627785058973,,,,,,,,
False,2018-12-08,matthew lopez,brad katona,54%,46%,+220,-260,+150,-175,+150,-182,+150,-182,+130,-182,0.3020134228187919,,,,,,,,
False,2018-12-08,eryk anders,elias theodorou,44%,56%,+100,-120,+130,-160,+105,-134,+105,-134,+105,-143,0.4782608695652174,,,,,,,,
False,2018-12-08,jessica eye,katlyn chookagian,53%,47%,+141,-161,+175,-210,+170,-225,+170,-225,+150,-188,0.40215096839802167,,,,,,,,
False,2018-12-08,gilbert burns,olivier aubin-mercier,53%,47%,+115,-135,+130,-160,+105,-134,+105,-134,+110,-138,0.447405997144217,,,,,,,,
False,2018-12-08,nina nunes,claudia gadelha,60%,40%,+230,-270,+250,-333,+260,-360,+260,-360,+250,-333,0.2934179222839017,,,,,,,,
False,2018-12-08,jimi manuwa,thiago santos,51%,49%,+145,-170,+163,-188,+155,-200,+155,-200,+138,-174,0.39329934450109244,,,,,,,,
False,2018-12-08,kyle bochniak,hakeem dawodu,51%,49%,+152,-177,+163,-188,+155,-200,+155,-200,+138,-175,0.3831046691745962,,,,,,,,
False,2018-12-08,gunnar nelson,alex oliveira,58%,42%,-140,+120,-150,+125,-155,+120,-155,+120,-150,+120,0.562043795620438,,,,,,,,
False,2018-12-08,joanna jedrzejczyk,valentina shevchenko,53%,47%,+245,-285,+250,-333,+270,-345,+270,-345,+250,-333,0.28138132651196784,,,,,,,,
False,2018-12-08,brian ortega,max holloway,52%,48%,+108,-128,-110,-110,-106,-115,-106,-115,-110,-110,0.4613143412107478,,,,,,,,
False,2018-12-15,juan adams,chris de la rocha,48%,52%,-350,+285,-500,+380,-455,+320,-455,+320,-500,+350,0.7496522948539639,,,,,,,,
False,2018-12-15,zak cummings,trevor smith,47%,53%,-260,+220,-350,+275,-335,+250,-335,+250,-333,+250,0.6979865771812079,,,,,,,,
False,2018-12-15,mike rodriguez,adam milstead,48%,52%,+175,-205,+120,-143,-113,-113,+100,-125,+120,-150,0.3510791366906475,,,,,,,,
False,2018-12-15,jordan griffin,dan ige,61%,39%,+145,-170,+150,-175,+138,-177,+138,-177,+150,-188,0.39329934450109244,,,,,,,,
False,2018-12-15,jack hermansson,gerald meerschaert,59%,41%,-220,+185,-160,+130,-177,+138,-177,+138,-163,+130,0.662090813093981,,,,,,,,
False,2018-12-15,joaquim silva,jared gordon,55%,45%,+175,-205,+100,-125,-106,-122,-106,-122,-110,-110,0.3510791366906475,,,,,,,,
