missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,Res.,Decision,Rnd,Time,Event,OpponentID,FighterID
False,2020-10-17,fares ziam,jamie mullarkey,57%,43%,-,-,+100,-125,+105,-130,-,-,+115,-143,,,,,,,,,
False,2020-10-17,john phillips,junyong park,51%,49%,-,-,+250,-333,+240,-315,-,-,+210,-275,,,,,,,,,
False,2020-10-17,poliana botelho,gillian robertson,49%,51%,-,-,+200,-250,+190,-245,-,-,+175,-225,,,,,,,,,
False,2020-10-17,guram kutateladze,mateusz gamrot,51%,49%,-,-,+240,-300,+250,-335,-,-,+220,-333,,,,,,,,,
False,2020-10-17,jonathan martinez,thomas almeida,45%,55%,-,-,+110,-138,+105,-130,-,-,+110,-138,,,,,,,,,
False,2020-10-17,claudio silva,james krause,61%,39%,-,-,+100,-125,+105,-130,-,-,+105,-143,,,,,,,,,
False,2020-10-17,modestas bukauskas,jimmy crute,62%,38%,-,-,+225,-275,+250,-335,-,-,+240,-300,,,,,,,,,
False,2020-10-17,jessica andrade,katlyn chookagian,46%,54%,-,-,-175,+150,-167,+135,-,-,-175,+138,,,,,,,,,
False,2020-10-17,brian ortega,chan sung jung,51%,49%,-,-,+163,-188,+160,-200,-,-,+160,-188,,,,,,,,,
False,2020-10-24,joel alvarez,alexander yakovlev,50%,50%,-145,+125,-175,+150,-182,+145,-,-,-163,+130,0.5711159737417943,,,,,,,,
False,2020-10-24,liana jojua,miranda maverick,60%,40%,+285,-350,+350,-450,+310,-420,-,-,+300,-400,0.25034770514603616,,,,,,,,
False,2020-10-24,sam alvey,da-un jung,64%,36%,+293,-368,+275,-350,+260,-345,-,-,+250,-333,0.24448345035105318,,,,,,,,
False,2020-10-24,shavkat rakhmonov,alex oliveira,58%,42%,+111,-131,-138,+110,-130,+105,-,-,-125,+100,0.4552531483415778,,,,,,,,
False,2020-10-24,casey kenney,nathaniel wood,46%,54%,-175,+150,-150,+125,-159,+128,-,-,-188,+150,0.6140350877192983,,,,,,,,
False,2020-10-24,tai tuivasa,stefan struve,55%,45%,+110,-130,-150,+125,-141,+114,-,-,-143,+115,0.4572564612326044,,,,,,,,
False,2020-10-24,ion cutelaba,magomed ankalaev,56%,44%,+230,-270,+300,-400,+264,-345,-,-,+230,-300,0.2934179222839017,,,,,,,,
False,2020-10-24,liliya shakirova,lauren murphy,60%,40%,+190,-225,+200,-250,+170,-215,-,-,+188,-250,0.33248081841432225,,,,,,,,
False,2020-10-24,jacob malkoun,phil hawes,66%,34%,+220,-260,+200,-250,+195,-250,-,-,+210,-275,0.3020134228187919,,,,,,,,
False,2020-10-24,walt harris,alexander volkov,0%,100%,+153,-178,+163,-188,+150,-190,-,-,+150,-188,0.38168987011560535,,,,,,,,
False,2020-10-24,jared cannonier,robert whittaker,100%,0%,-120,+100,-125,+100,-110,-110,-,-,-110,-110,0.5217391304347826,,,,,,,,
False,2020-10-24,justin gaethje,khabib nurmagomedov,58%,42%,+260,-310,+240,-300,+250,-315,-,-,+230,-300,0.26867627785058973,,,,,,,,
True,2020-10-31,kevin natividad,miles johns,,,,,,,,,,,,,,,,,,,,,
False,2020-10-31,justin ledet,dustin jacoby,56%,44%,+250,-300,+275,-350,+296,-400,-,-,+260,-350,0.27586206896551724,,,,,,,,
False,2020-10-31,cole williams,jason witt,39%,61%,+115,-135,+140,-170,+134,-167,-,-,+130,-163,0.447405997144217,,,,,,,,
False,2020-10-31,jack marshman,sean strickland,15%,85%,+250,-300,+300,-400,+277,-375,-,-,+320,-450,0.27586206896551724,,,,,,,,
False,2020-10-31,victor rodriguez,adrian yanez,60%,40%,+250,-300,+380,-500,+356,-500,-,-,+350,-500,0.27586206896551724,,,,,,,,
False,2020-10-31,chris gruetzemacher,alexander hernandez,46%,54%,+310,-410,+350,-450,+315,-435,-,-,+300,-400,0.23277042446371518,,,,,,,,
False,2020-10-31,thiago moises,bobby green,60%,40%,+232,-272,+250,-333,+245,-335,-,-,+240,-333,0.29175555276697207,,,,,,,,
False,2020-10-31,maurice greene,greg hardy,67%,33%,+245,-285,+250,-333,+250,-335,-,-,+250,-333,0.28138132651196784,,,,,,,,
False,2020-10-31,charlie ontiveros,kevin holland,40%,60%,+550,-800,+550,-800,+500,-770,-,-,+500,-833,0.1475409836065574,,,,,,,,
False,2020-10-31,andre fili,bryce mitchell,62%,38%,+143,-163,+100,-125,+110,-134,-,-,+105,-138,0.39903503315176986,,,,,,,,
False,2020-10-31,anderson silva,uriah hall,65%,35%,+194,-229,+200,-250,+180,-250,-,-,+175,-235,0.3282581366112585,,,,,,,,
True,2020-10-31,priscila cachoeira,cortney casey,,,,,,,,,,,,,,,,,,,,,
True,2020-10-31,makhmud muradov,kevin holland,,,,,,,,,,,,,,,,,,,,,
False,2020-11-04,harry hunsucker,jared vanderaa,56%,44%,+250,-310,+230,-300,+195,-265,-,-,+240,-333,0.27424749163879597,,,,,,,,
False,2020-11-04,luis saldana,vince murdock,100%,0%,-175,+145,-175,+145,-152,+117,-,-,-150,+120,0.6092362344582594,,,,,,,,
False,2020-11-04,edson gomez,ignacio bahamondes,55%,45%,+350,-450,+330,-450,+310,-455,-,-,+300,-450,0.21359223300970873,,,,,,,,
False,2020-11-04,bruno oliveira,carlos ulberg,51%,49%,+190,-240,+175,-220,+158,-210,-,-,+160,-200,0.3281853281853282,,,,,,,,
True,2020-11-04,gloria de paula,pauline macias,,,,,,,,,,,,,,,,,,,,,
False,2020-11-07,gustavo lopez,anthony birchak,64%,36%,-115,-105,-138,+110,-152,+120,-,-,-125,+100,0.5108342361863488,,,,,,,,
False,2020-11-07,ramiz brahimaj,max griffin,7%,93%,+145,-170,+110,-138,+115,-143,-,-,+110,-138,0.39329934450109244,,,,,,,,
False,2020-11-07,eduardo garagorri,darren elkins,48%,52%,+165,-190,+200,-250,+215,-278,-,-,+175,-225,0.36546943919344677,,,,,,,,
False,2020-11-07,marcos rogerio de lima,alexandr romanov,59%,41%,+235,-275,+350,-450,+330,-455,-,-,+350,-500,0.2892960462873674,,,,,,,,
False,2020-11-07,trevin giles,bevon lewis,54%,46%,+100,-120,+100,-125,-108,-113,-,-,-105,-120,0.4782608695652174,,,,,,,,
False,2020-11-07,claudia gadelha,yan xiaonan,89%,11%,+120,-140,+150,-175,+148,-186,-,-,+120,-150,0.43795620437956206,,,,,,,,
False,2020-11-07,jamey simmons,giga chikadze,43%,57%,+600,-900,+600,-1000,+525,-835,-,-,-,-,0.136986301369863,,,,,,,,
False,2020-11-07,khalid taha,raoni barcelos,59%,41%,+290,-365,+300,-400,+295,-400,-,-,+260,-,0.24622716441620332,,,,,,,,
False,2020-11-07,andrei arlovski,tanner boser,48%,52%,+215,-255,+240,-300,+295,-400,-,-,+230,-300,0.30649687027843725,,,,,,,,
False,2020-11-07,glover teixeira,thiago santos,49%,51%,+175,-205,+200,-250,+190,-240,-,-,+200,-250,0.3510791366906475,,,,,,,,
True,2020-11-07,felipe colares,gustavo lopez,,,,,,,,,,,,,,,,,,,,,
True,2020-11-07,ian heinisch,brendan allen,,,,,,,,,,,,,,,,,,,,,
True,2020-11-07,vanessa melo,sarah moras,,,,,,,,,,,,,,,,,,,,,
False,2020-11-10,taylor moore,danny sabatello,40%,60%,+300,-400,+525,-800,+415,-670,-,-,-,-,0.23809523809523808,,,,,,,,
False,2020-11-10,stephanie frausto,luana pinheiro,54%,46%,+195,-245,+330,-450,+300,-435,-,-,-,-,0.32310934207445563,,,,,,,,
False,2020-11-10,nikolas motta,joe lowry,50%,50%,-170,+140,-210,+170,-230,+171,-,-,-,-,0.6017699115044248,,,,,,,,
False,2020-11-10,shaheen santana,natan levy,100%,0%,+110,-140,+110,-140,+115,-150,-,-,-,-,0.449438202247191,,,,,,,,
False,2020-11-10,mario sousa,mariusz ksiazkiewicz,0%,100%,-135,+105,+105,-135,-129,+100,-,-,-,-,0.5407914020517831,,,,,,,,
False,2020-11-14,roque martinez,don'tale mayes,50%,50%,+170,-200,+200,-250,+208,-275,-,-,-,-,0.35714285714285715,,,,,,,,
False,2020-11-14,rhys mckee,alex morono,4%,96%,+160,-185,+150,-175,+145,-182,-,-,-,-,0.3720626631853786,,,,,,,,
False,2020-11-14,geraldo de freitas,tony gravely,92%,8%,+163,-188,+125,-150,+122,-152,-,-,-,-,0.36807934154695565,,,,,,,,
False,2020-11-14,randa markos,kanako murata,90%,10%,+145,-170,+180,-220,+155,-200,-,-,-,-,0.39329934450109244,,,,,,,,
False,2020-11-14,cory mckenna,kay hansen,55%,45%,+185,-220,+175,-210,+170,-220,-,-,-,-,0.337909186906019,,,,,,,,
False,2020-11-14,sean strickland,brendan allen,11%,89%,-112,-108,+100,-125,-106,-118,-,-,-,-,0.5043297540699688,,,,,,,,
False,2020-11-14,ashley yoder,miranda granger,88%,12%,-112,-108,+140,-170,+135,-167,-,-,-,-,0.5043297540699688,,,,,,,,
False,2020-11-14,khaos williams,abdul razak alhassan,54%,46%,+195,-230,+170,-200,+170,-225,-,-,-,-,0.32721864154685176,,,,,,,,
False,2020-11-14,paul felder,rafael dos anjos,42%,58%,+110,-130,+175,-210,+165,-200,-,-,-,-,0.4572564612326044,,,,,,,,
True,2020-11-14,jose quinonez,louis smolka,,,,,,,,,,,,,,,,,,,,,
True,2020-11-14,antonio arroyo,eryk anders,,,,,,,,,,,,,,,,,,,,,
True,2020-11-14,saparbeg safarov,julian marquez,,,,,,,,,,,,,,,,,,,,,
False,2020-11-17,victoria leonardo,chelsea hackett,15%,85%,+185,-225,+195,-240,+205,-286,-,-,-,-,0.33635187580853815,,,,,,,,
False,2020-11-17,tucker lutz,sherrard blackledge,62%,38%,+150,-175,+160,-190,+150,-205,-,-,-,-,0.3859649122807018,,,,,,,,
False,2020-11-17,pauline macias,gloria de paula,49%,51%,+141,-161,+170,-210,+175,-245,-,-,-,-,0.40215096839802167,,,,,,,,
False,2020-11-17,oscar cota,nick maximov,94%,6%,+350,-450,+360,-500,+320,-500,-,-,-,-,0.21359223300970873,,,,,,,,
False,2020-11-17,jacob silva,jp buys,98%,2%,+270,-345,+310,-400,+310,-500,-,-,-,-,0.25849549811211153,,,,,,,,
False,2020-11-21,sasha palatnikov,louis cosce,95%,5%,+305,-370,+450,-600,+370,-530,-,-,-,-,0.238760477520955,,,,,,,,
False,2020-11-21,dustin stoltzfus,kyle daukaus,50%,50%,+195,-230,+250,-333,+230,-315,-,-,-,-,0.32721864154685176,,,,,,,,
False,2020-11-21,jared gooden,alan jouban,54%,46%,-110,-110,+130,-160,+120,-150,-,-,-110,-120,0.5,,,,,,,,
False,2020-11-21,nicolas dalby,daniel rodriguez,48%,52%,+250,-300,+275,-350,+260,-345,-,-,-,-,0.27586206896551724,,,,,,,,
False,2020-11-21,ariane lipski,antonina shevchenko,39%,61%,+120,-140,+110,-138,+125,-157,-,-,+120,-163,0.43795620437956206,,,,,,,,
False,2020-11-21,jordan wright,joaquin buckley,52%,48%,+250,-300,+180,-220,+180,-230,-,-,+200,-275,0.27586206896551724,,,,,,,,
False,2020-11-21,brandon royval,brandon moreno,55%,45%,+175,-205,+138,-163,+135,-175,-,-,+163,-225,0.3510791366906475,,,,,,,,
False,2020-11-21,paul craig,mauricio rua,48%,52%,-175,+150,-210,+175,-190,+150,-,-,-225,+163,0.6140350877192983,,,,,,,,
False,2020-11-21,katlyn chookagian,cynthia calvillo,97%,3%,+180,-210,+225,-275,+205,-265,-,-,-,-,0.3452115812917595,,,,,,,,
False,2020-11-21,tim means,mike perry,63%,37%,+120,-140,+110,-138,-108,-115,-,-,-,-,0.43795620437956206,,,,,,,,
False,2020-11-21,jennifer maia,valentina shevchenko,51%,49%,+800,-1200,+1100,-2500,+950,-2000,-,-,-,-,0.10743801652892561,,,,,,,,
False,2020-11-21,alex perez,deiveson figueiredo,41%,59%,+235,-275,+225,-275,+215,-286,-,-,-,-,0.2892960462873674,,,,,,,,
True,2020-11-28,takashi sato,miguel baeza,,,,,,,,,,,,,,,,,,,,,
True,2020-11-28,devin clark,anthony smith,,,,,,,,,,,,,,,,,,,,,
False,2020-11-28,rachael ostovich,gina mazany,52%,48%,+125,-145,+170,-200,+160,-200,-,-,-,-,0.42888402625820565,,,,,,,,
False,2020-11-28,malcolm gordon,su mudaerji,51%,49%,+285,-350,+300,-400,+250,-335,-,-,-,-,0.25034770514603616,,,,,,,,
False,2020-11-28,anderson dos santos,martin day,57%,43%,+150,-175,+150,-175,+135,-167,-,-,-,-,0.3859649122807018,,,,,,,,
False,2020-11-28,ashlee evans-smith,norma dumont,50%,50%,-110,-110,-160,+130,-143,+115,-,-,-,-,0.5,,,,,,,,
False,2020-11-28,kai kamaka iii,jonathan pearce,37%,63%,-310,+260,-275,+225,-335,+245,-,-,-,-,0.7313237221494101,,,,,,,,
False,2020-11-28,luke sanders,nate maness,57%,43%,-119,-101,-163,+138,-167,+135,-,-,-,-,0.5195490681610843,,,,,,,,
False,2020-11-28,parker porter,josh parisian,57%,43%,+185,-215,+200,-250,+175,-225,-,-,-,-,0.3395311236863379,,,,,,,,
False,2020-11-28,bill algeo,spike carlyle,69%,31%,+135,-155,+175,-210,+140,-177,-,-,-,-,0.4117884537747275,,,,,,,,
True,2020-11-28,amir albazi,zhalgas zhumagulov,,,,,,,,,,,,,,,,,,,,,
True,2020-11-28,jonathan pearce,sean woodson,,,,,,,,,,,,,,,,,,,,,
True,2020-11-28,renato moicano,rafael fiziev,,,,,,,,,,,,,,,,,,,,,
True,2020-11-28,derrick lewis,curtis blaydes,,,,,,,,,,,,,,,,,,,,,
False,2020-12-05,jake collier,gian villante,92%,8%,+170,-200,+170,-200,+150,-190,-,-,-,-,0.35714285714285715,,,,,,,,
False,2020-12-05,damon jackson,ilia topuria,58%,42%,+175,-205,+250,-333,+215,-278,-,-,-,-,0.3510791366906475,,,,,,,,
False,2020-12-05,matt wiman,jordan leavitt,63%,37%,+255,-305,+350,-450,+325,-455,-,-,-,-,0.2722231557721391,,,,,,,,
False,2020-12-05,jose quinonez,louis smolka,51%,49%,+113,-133,+100,-125,+115,-141,-,-,-,-,0.4512967518255245,,,,,,,,
False,2020-12-05,john allan,roman dolidze,93%,7%,+135,-155,+170,-200,+160,-200,-,-,-,-,0.4117884537747275,,,,,,,,
False,2020-12-05,justin jaynes,gabriel benitez,61%,39%,+160,-185,+180,-220,+188,-240,-,-,-,-,0.3720626631853786,,,,,,,,
False,2020-12-05,ovince saint preux,jamahal hill,54%,46%,+146,-171,+140,-170,+155,-195,-,-,-,-,0.3918110054072811,,,,,,,,
False,2020-12-05,jack hermansson,marvin vettori,53%,47%,+110,-130,+110,-138,+115,-139,-,-,-,-,0.4572564612326044,,,,,,,,
True,2020-12-05,cody durden,jimmy flick,,,,,,,,,,,,,,,,,,,,,
True,2020-12-05,nate landwehr,movsar evloev,,,,,,,,,,,,,,,,,,,,,
True,2020-12-05,montana de la rosa,taila santos,,,,,,,,,,,,,,,,,,,,,
False,2020-12-12,peter barrett,chase hooper,63%,37%,+300,-400,+250,-333,+233,-305,-,-,-,-,0.23809523809523808,,,,,,,,
False,2020-12-12,sam hughes,tecia torres,0%,100%,+500,-700,-,-,+450,-670,-,-,-,-,0.15999999999999998,,,,,,,,
False,2020-12-12,billy quarantillo,gavin tucker,41%,59%,-115,-105,-188,+163,-182,+148,-,-,-,-,0.5108342361863488,,,,,,,,
False,2020-12-12,renato moicano,rafael fiziev,50%,50%,+120,-140,+100,-125,+102,-125,-,-,-,-,0.43795620437956206,,,,,,,,
False,2020-12-12,cub swanson,daniel pineda,51%,49%,+100,-120,+138,-163,+127,-159,-,-,-,-,0.4782608695652174,,,,,,,,
False,2020-12-12,junior dos santos,ciryl gane,60%,40%,+300,-400,+350,-450,+333,-455,-,-,-,-,0.23809523809523808,,,,,,,,
False,2020-12-12,jacare souza,kevin holland,49%,51%,+115,-135,-110,-110,+100,-125,-,-,-,-,0.447405997144217,,,,,,,,
False,2020-12-12,virna jandiroba,mackenzie dern,52%,48%,+145,-165,+140,-170,+138,-175,-,-,-,-,0.39596563317146055,,,,,,,,
False,2020-12-12,charles oliveira,tony ferguson,45%,55%,+140,-160,+130,-160,+135,-167,-,-,-,-,0.40372670807453415,,,,,,,,
False,2020-12-12,brandon moreno,deiveson figueiredo,53%,47%,+245,-285,+250,-333,+275,-360,-,-,-,-,0.28138132651196784,,,,,,,,
True,2020-12-12,jared vanderaa,serghei spivac,,,,,,,,,,,,,,,,,,,,,
False,2020-12-19,christos giagos,carlton minus,8%,92%,-330,+270,-300,+240,-315,+240,-,-,-,-,0.7395517867958814,,,,,,,,
False,2020-12-19,cody durden,jimmy flick,46%,54%,+135,-155,+125,-150,+130,-162,-,-,-,-,0.4117884537747275,,,,,,,,
False,2020-12-19,jamie pickett,tafon nchukwi,100%,0%,+245,-285,+250,-333,+235,-305,-,-,-,-,0.28138132651196784,,,,,,,,
False,2020-12-19,gillian robertson,taila santos,58%,42%,-105,-115,-110,-110,-118,-106,-,-,-,-,0.4891657638136511,,,,,,,,
False,2020-12-19,deron winn,antonio arroyo,52%,48%,+135,-155,+150,-175,+140,-177,-,-,-,-,0.4117884537747275,,,,,,,,
False,2020-12-19,pannie kianzad,sijara eubanks,51%,49%,+131,-151,+125,-150,+130,-162,-,-,-,-,0.41846584751838084,,,,,,,,
False,2020-12-19,alex morono,anthony pettis,41%,59%,+190,-225,+188,-225,+165,-210,-,-,-,-,0.33248081841432225,,,,,,,,
False,2020-12-19,greg hardy,marcin tybura,47%,53%,-120,+100,-125,+100,-124,+100,-,-,-,-,0.5217391304347826,,,,,,,,
False,2020-12-19,rob font,marlon moraes,42%,58%,+126,-146,+140,-170,+125,-155,-,-,-,-,0.42711299395791374,,,,,,,,
False,2020-12-19,khaos williams,michel pereira,44%,56%,-105,-115,-125,+100,-108,-115,-,-,-,-,0.4891657638136511,,,,,,,,
False,2020-12-19,marlon vera,jose aldo,43%,57%,+120,-140,+130,-160,+120,-150,-,-,-,-,0.43795620437956206,,,,,,,,
False,2020-12-19,geoff neal,stephen thompson,49%,51%,-119,-101,-110,-110,-121,+100,-,-,-,-,0.5195490681610843,,,,,,,,
True,2020-12-19,karl roberson,dalcha lungiambula,,,,,,,,,,,,,,,,,,,,,
True,2020-12-19,dhiego lima,belal muhammad,,,,,,,,,,,,,,,,,,,,,
True,2020-12-19,aiemann zahabi,drako rodriguez,,,,,,,,,,,,,,,,,,,,,
False,2021-01-16,jacob kilburn,austin lingo,36%,64%,+180,-210,+200,-250,+180,-230,-,-,-,-,0.3452115812917595,,,,,,,,
False,2021-01-16,vanessa melo,sarah moras,59%,41%,+215,-275,+188,-225,+180,-230,-,-,-,-,0.3021148036253777,,,,,,,,
False,2021-01-16,david zawada,ramazan emeev,61%,39%,+210,-250,+225,-275,+210,-275,-,-,-,-,0.31111111111111106,,,,,,,,
False,2021-01-16,justin tafa,carlos felipe,57%,43%,+168,-193,+170,-200,+155,-190,-,-,-,-,0.3616212480252765,,,,,,,,
False,2021-01-16,joselyne edwards,wu yanan,61%,39%,+145,-170,-110,-110,-110,-110,-,-,-,-,0.39329934450109244,,,,,,,,
False,2021-01-16,punahele soriano,dusko todorovic,53%,47%,+100,-120,+150,-175,+130,-159,-,-,-,-,0.4782608695652174,,,,,,,,
False,2021-01-16,alessio di chirico,joaquin buckley,67%,33%,+220,-260,+240,-300,+215,-278,-,-,-,-,0.3020134228187919,,,,,,,,
False,2021-01-16,li jingliang,santiago ponzinibbio,60%,40%,+245,-265,+250,-333,+240,-305,-,-,-,-,0.28532343169826074,,,,,,,,
False,2021-01-16,matt brown,carlos condit,44%,56%,+140,-160,+180,-220,+160,-200,-,-,-,-,0.40372670807453415,,,,,,,,
False,2021-01-16,calvin kattar,max holloway,0%,100%,+160,-185,+163,-188,+133,-157,-,-,-,-,0.3720626631853786,,,,,,,,
True,2021-01-16,nassourdine imavov,phil hawes,,,,,,,,,,,,,,,,,,,,,
False,2021-01-20,manon fiorot,victoria leonardo,56%,44%,+115,-135,-220,+180,-215,+170,-,-,-,-,0.447405997144217,,,,,,,,
False,2021-01-20,sergey morozov,umar nurmagomedov,-,-,+405,-555,+450,-600,-,-,-,-,-,-,0.18942954233244164,,,,,,,,
False,2021-01-20,mason jones,mike davis,57%,43%,+170,-200,+138,-163,+135,-175,-,-,-,-,0.35714285714285715,,,,,,,,
False,2021-01-20,francisco figueiredo,jerome rivera,47%,53%,-105,-115,-160,+130,-155,+125,-,-,-,-,0.4891657638136511,,,,,,,,
False,2021-01-20,markus perez,dalcha lungiambula,-,-,+115,-135,+140,-170,+115,-143,-,-,-,-,0.447405997144217,,,,,,,,
False,2021-01-20,zarrukh adashev,su mudaerji,51%,49%,+350,-450,+400,-550,+320,-435,-,-,-,-,0.21359223300970873,,,,,,,,
False,2021-01-20,gaetano pirrello,ricky simon,66%,34%,+280,-340,+380,-500,+320,-435,-,-,-,-,0.2540415704387991,,,,,,,,
False,2021-01-20,omari akhmedov,tom breese,56%,44%,+135,-155,+130,-160,+128,-159,-,-,-,-,0.4117884537747275,,,,,,,,
False,2021-01-20,douglas silva de andrade,lerone murphy,59%,41%,+210,-250,+275,-350,+240,-305,-,-,-,-,0.31111111111111106,,,,,,,,
False,2021-01-20,matt schnell,tyson nam,49%,51%,+105,-125,+100,-125,+105,-130,-,-,-,-,0.4675324675324675,,,,,,,,
False,2021-01-20,roxanne modafferi,viviane araujo,100%,0%,+240,-300,+250,-333,+260,-335,-,-,-,-,0.28169014084507044,,,,,,,,
False,2021-01-20,vinicius moreira,ike villanueva,47%,53%,+120,-140,+100,-125,+100,-121,-,-,-,-,0.43795620437956206,,,,,,,,
False,2021-01-20,warlley alves,mounir lazzez,55%,45%,+190,-225,+200,-250,+185,-230,-,-,-,-,0.33248081841432225,,,,,,,,
False,2021-01-20,michael chiesa,neil magny,49%,51%,+110,-130,+125,-150,+120,-148,-,-,-,-,0.4572564612326044,,,,,,,,
False,2021-01-23,amir albazi,zhalgas zhumagulov,67%,33%,+115,-135,-110,-110,-112,-112,-,-,-,-,0.447405997144217,,,,,,,,
False,2021-01-23,nik lentz,movsar evloev,96%,4%,+325,-425,+400,-550,+400,-590,-,-,-,-,0.22520107238605896,,,,,,,,
False,2021-01-23,marcin prachnio,khalil rountree jr.,58%,42%,+255,-305,+275,-350,+275,-360,-,-,-,-,0.2722231557721391,,,,,,,,
False,2021-01-23,julianna peña,sara mcmann,53%,47%,+110,-130,-110,-110,+100,-125,-,-,-,-,0.4572564612326044,,,,,,,,
False,2021-01-23,antonio carlos jr.,brad tavares,50%,50%,+135,-155,-125,+100,-118,-105,-,-,-,-,0.4117884537747275,,,,,,,,
False,2021-01-23,matt frevola,arman tsarukyan,100%,0%,+600,-900,+500,-700,+450,-670,-,-,-,-,0.136986301369863,,,,,,,,
False,2021-01-23,marina rodriguez,amanda ribas,61%,39%,+225,-265,+275,-350,+250,-335,-,-,-,-,0.2976554536187564,,,,,,,,
False,2021-01-23,andrew sanchez,makhmud muradov,41%,59%,+101,-121,+150,-175,+150,-182,-,-,-,-,0.47607763727623276,,,,,,,,
False,2021-01-23,jessica eye,joanne wood,44%,56%,+105,-125,+100,-125,+105,-125,-,-,-,-,0.4675324675324675,,,,,,,,
False,2021-01-23,michael chandler,dan hooker,51%,49%,+145,-170,+130,-160,+125,-152,-,-,-,-,0.39329934450109244,,,,,,,,
False,2021-01-23,dustin poirier,conor mcgregor,55%,45%,+200,-235,+250,-333,+275,-335,-,-,-,-,0.32211538461538464,,,,,,,,
False,2021-02-06,jerome rivera,ode' osbourne,61%,39%,+175,-205,+175,-210,+160,-200,-,-,-,-,0.3510791366906475,,,,,,,,
False,2021-02-06,martin day,timur valiev,52%,48%,+295,-370,+350,-450,+325,-455,-,-,-,-,0.243334196220554,,,,,,,,
False,2021-02-06,seungwoo choi,youssef zalal,57%,43%,+135,-155,+200,-250,+175,-230,-,-,-,-,0.4117884537747275,,,,,,,,
False,2021-02-06,lara procopio,molly mccann,66%,34%,+150,-175,+100,-125,+110,-134,-,-,-,-,0.3859649122807018,,,,,,,,
False,2021-02-06,joselyne edwards,karol rosa,49%,51%,+200,-235,+170,-200,+175,-225,-,-,-,-,0.32211538461538464,,,,,,,,
False,2021-02-06,justin jaynes,devonte smith,52%,48%,+250,-300,+275,-350,+255,-335,-,-,-,-,0.27586206896551724,,,,,,,,
False,2021-02-06,danilo marques,mike rodriguez,58%,42%,+180,-210,+200,-250,+195,-250,-,-,-,-,0.3452115812917595,,,,,,,,
False,2021-02-06,beneil dariush,diego ferreira,8%,92%,-102,-118,-125,+100,-122,+100,-,-,-,-,0.4826358742837298,,,,,,,,
False,2021-02-06,manel kape,alexandre pantoja,46%,54%,+105,-125,+100,-125,-109,-113,-,-,-,-,0.4675324675324675,,,,,,,,
False,2021-02-06,clay guida,michael johnson,56%,44%,+170,-200,+175,-210,+175,-225,-,-,-,-,0.35714285714285715,,,,,,,,
False,2021-02-06,frankie edgar,cory sandhagen,67%,33%,+330,-400,+300,-400,+300,-400,-,-,-,-,0.22522522522522523,,,,,,,,
False,2021-02-06,alistair overeem,alexander volkov,57%,43%,+152,-177,+140,-170,+160,-195,-,-,-,-,0.3831046691745962,,,,,,,,
True,2021-02-06,ode' osbourne,denys bondar,,,,,,,,,,,,,,,,,,,,,
True,2021-02-06,alex da silva,devonte smith,,,,,,,,,,,,,,,,,,,,,
True,2021-02-06,andre ewell,cody stamann,,,,,,,,,,,,,,,,,,,,,
True,2021-02-06,askar askarov,cody stamann,,,,,,,,,,,,,,,,,,,,,
True,2021-02-06,marion reneau,macy chiasson,,,,,,,,,,,,,,,,,,,,,
False,2021-02-13,gabe green,phil rowe,47%,53%,-139,+119,-138,+110,-130,+105,-,-,-,-,0.5601847592057563,,,,,,,,
False,2021-02-13,brian kelleher,ricky simon,52%,48%,+206,-241,+200,-250,+220,-286,-,-,-,-,0.31619160655008066,,,,,,,,
False,2021-02-13,andre ewell,chris gutierrez,48%,52%,+124,-144,+110,-138,-,-,-,-,-,-,0.43066930245693313,,,,,,,,
False,2021-02-13,polyana viana,mallory martin,61%,39%,+145,-170,-110,-110,+135,-167,-,-,-,-,0.39329934450109244,,,,,,,,
False,2021-02-13,dhiego lima,belal muhammad,69%,31%,+295,-360,+350,-450,+251,-335,-,-,-,-,0.2444208289054198,,,,,,,,
False,2021-02-13,anthony hernandez,rodolfo vieira,60%,40%,+300,-400,+400,-550,+300,-400,-,-,-,-,0.23809523809523808,,,,,,,,
False,2021-02-13,maki pitolo,julian marquez,49%,51%,+162,-187,+138,-163,+140,-177,-,-,-,-,0.36939789430329245,,,,,,,,
False,2021-02-13,ian heinisch,kelvin gastelum,65%,35%,+175,-205,+175,-210,+175,-225,-,-,-,-,0.3510791366906475,,,,,,,,
False,2021-02-13,maycee barber,alexa grasso,58%,42%,+113,-133,-110,-110,+110,-137,-,-,-,-,0.4512967518255245,,,,,,,,
False,2021-02-13,gilbert burns,kamaru usman,59%,41%,+215,-255,+225,-275,+220,-278,-,-,-,-,0.30649687027843725,,,,,,,,
True,2021-02-13,pedro munhoz,jimmie rivera,,,,,,,,,,,,,,,,,,,,,
True,2021-02-13,jim miller,bobby green,,,,,,,,,,,,,,,,,,,,,
False,2021-02-20,jared vanderaa,serghei spivac,60%,40%,+190,-225,+200,-250,+195,-250,-,-,-,-,0.33248081841432225,,,,,,,,
False,2021-02-20,aiemann zahabi,drako rodriguez,58%,42%,+180,-210,+163,-188,+150,-190,-,-,-,-,0.3452115812917595,,,,,,,,
False,2021-02-20,shana dobson,casey o'neill,53%,47%,+145,-170,+125,-150,+135,-167,-,-,-,-,0.39329934450109244,,,,,,,,
